Feature ID	Accession ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.353979.peg.4088	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	113016	113630	3	+	615	DUF1440 domain-containing membrane protein	- none -	 	 
fig|6666666.353979.peg.4089	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	115123	113678	-1	-	1446	TldD protein, part of TldE/TldD proteolytic complex	CBSS-316057.3.peg.563; <br>CBSS-354.1.peg.2917; <br>Putative TldE-TldD proteolytic complex	 	 
fig|6666666.353979.peg.4090	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	119011	115208	-1	-	3804	FIG005080: Possible exported protein	CBSS-354.1.peg.2917	 	 
fig|6666666.353979.peg.4091	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	120522	119053	-3	-	1470	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	Bacterial Cell Division; <br>CBSS-354.1.peg.2917; <br>RNA processing and degradation, bacterial	 	 
fig|6666666.353979.peg.4092	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	121105	120512	-1	-	594	Septum formation protein Maf	Bacterial Cell Division; <br>Bacterial Cytoskeleton; <br>Bacterial cell division cluster; <br>CBSS-354.1.peg.2917	 	 
fig|6666666.353979.peg.4093	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	121603	121115	-1	-	489	Rod shape-determining protein MreD	Bacterial Cell Division; <br>Bacterial Cytoskeleton; <br>Bacterial cell division cluster; <br>CBSS-354.1.peg.2917	 	 
fig|6666666.353979.peg.4094	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	122619	121603	-3	-	1017	Rod shape-determining protein MreC	Bacterial Cell Division; <br>Bacterial Cytoskeleton; <br>Bacterial cell division cluster; <br>CBSS-354.1.peg.2917	 	 
fig|6666666.353979.peg.4095	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	123724	122681	-1	-	1044	Rod shape-determining protein MreB	Bacterial Cell Division; <br>Bacterial Cytoskeleton; <br>Bacterial cell division cluster	 	 
fig|6666666.353979.peg.4096	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	123702	123863	3	+	162	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4097	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	125947	124007	-1	-	1941	RNase E specificity factor CsrD	- none -	 	 
fig|6666666.353979.peg.4098	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	126130	127104	1	+	975	Alcohol dehydrogenase (EC 1.1.1.1)	5-FCL-like protein; <br>Butanol Biosynthesis; <br>Fermentations: Mixed acid; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria	 	 
fig|6666666.353979.peg.4099	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	127182	128183	3	+	1002	Putative sulfite oxidase subunit YedY	CBSS-211586.1.peg.1859	 	 
fig|6666666.353979.peg.4100	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	128184	128783	3	+	600	FIG001196: Membrane protein YedZ	CBSS-211586.1.peg.1859	 	 
fig|6666666.353979.peg.4101	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	129018	129470	3	+	453	3-dehydroquinate dehydratase II (EC 4.2.1.10)	CBSS-221988.1.peg.1679; <br>Chorismate Synthesis; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate); <br>Quinate degradation	 	 
fig|6666666.353979.peg.4102	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	129492	129953	3	+	462	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	CBSS-221988.1.peg.1679; <br>Fatty Acid Biosynthesis FASII	 	 
fig|6666666.353979.peg.4103	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	129964	131313	1	+	1350	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	CBSS-221988.1.peg.1679; <br>Fatty Acid Biosynthesis FASII	 	 
fig|6666666.353979.peg.4104	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	131422	131664	1	+	243	FIG003021: Membrane protein	CBSS-221988.1.peg.1679	 	 
fig|6666666.353979.peg.4105	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	131654	133105	2	+	1452	Pantothenate:Na+ symporter (TC 2.A.21.1.1)	CBSS-221988.1.peg.1679; <br>Coenzyme A Biosynthesis	 	 
fig|6666666.353979.peg.4106	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	133117	133998	1	+	882	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	Heat shock dnaK gene cluster extended; <br>Ribosome biogenesis bacterial	 	 
fig|6666666.353979.peg.4107	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	134429	135346	2	+	918	tRNA dihydrouridine synthase B (EC 1.-.-.-)	tRNA modification Bacteria	 	 
fig|6666666.353979.peg.4108	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	135370	135666	1	+	297	DNA-binding protein Fis	DNA structural proteins, bacterial	 	 
fig|6666666.353979.peg.4109	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	135846	136010	3	+	165	FIG00638667: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4110	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	136150	138231	1	+	2082	FIG00554530: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4111	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	139250	140389	2	+	1140	Membrane fusion protein of RND family multidrug efflux pump	Multidrug Resistance Efflux Pumps	 	 
fig|6666666.353979.peg.4112	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	140401	143514	1	+	3114	RND efflux system, inner membrane transporter CmeB	Multidrug Resistance Efflux Pumps	 	 
fig|6666666.353979.peg.4113	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	143474	143587	2	+	114	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4114	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	143817	144038	3	+	222	probable lipoprotein	- none -	 	 
fig|6666666.353979.peg.4115	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	144513	145538	3	+	1026	Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|6666666.353979.peg.4116	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	145606	146787	1	+	1182	Glutamate Aspartate transport system permease protein GltJ (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|6666666.353979.peg.4117	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	146797	147900	1	+	1104	Glutamate Aspartate transport system permease protein GltK (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|6666666.353979.peg.4118	PZPP01000001.1	CDS	enterobacter_cloacae_contig-19_4337788	147908	148666	2	+	759	ABC-type polar amino acid transport system, ATPase component	CBSS-326442.4.peg.1852	 	 
fig|6666666.353979.peg.4119	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	381	935	3	+	555	carbonic anhydrase, family 3	- none -	 	 
fig|6666666.353979.peg.4120	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	1159	911	-1	-	249	FIG034389 (not subsystem-based): hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4121	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	1974	1156	-3	-	819	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	Chorismate Synthesis; <br>Cluster containing Alanyl-tRNA synthetase; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|6666666.353979.peg.4122	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	2551	1979	-1	-	573	TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	- none -	 	 
fig|6666666.353979.peg.4123	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	3098	2544	-2	-	555	Similar to C-terminal Zn-finger domain of DNA topoisomerase I	Conserved gene cluster associated with Met-tRNA formyltransferase; <br>DNA topoisomerases, Type I, ATP-independent	 	 
fig|6666666.353979.peg.4124	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	3598	3125	-1	-	474	Protein of unknown function Smg	Conserved gene cluster associated with Met-tRNA formyltransferase	 	 
fig|6666666.353979.peg.4125	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	4709	3570	-2	-	1140	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	CBSS-272943.3.peg.1367; <br>Conserved gene cluster associated with Met-tRNA formyltransferase; <br>YrdC-YciO-Sua5 protein family	 	 
fig|6666666.353979.peg.4126	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	4822	5331	1	+	510	Peptide deformylase (EC 3.5.1.88)	Bacterial RNA-metabolizing Zn-dependent hydrolases; <br>Conserved gene cluster associated with Met-tRNA formyltransferase; <br>Translation termination factors bacterial	 	 
fig|6666666.353979.peg.4127	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	5355	6302	3	+	948	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Conserved gene cluster associated with Met-tRNA formyltransferase; <br>Translation initiation factors bacterial	 	 
fig|6666666.353979.peg.4128	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	6355	7641	1	+	1287	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)	- none -	 	 
fig|6666666.353979.peg.4129	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	7664	9040	2	+	1377	Trk system potassium uptake protein TrkA	Bacterial RNA-metabolizing Zn-dependent hydrolases; <br>Conserved gene cluster associated with Met-tRNA formyltransferase; <br>Hyperosmotic potassium uptake; <br>Potassium homeostasis; <br>Potassium homeostasis	 	 
fig|6666666.353979.peg.4130	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	9187	9597	1	+	411	Large-conductance mechanosensitive channel	Potassium homeostasis	 	 
fig|6666666.353979.peg.4131	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	9813	9598	-3	-	216	FIG01219950: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4132	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	10296	9871	-3	-	426	transcriptional regulator, MerR family	- none -	 	 
fig|6666666.353979.peg.4133	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	10667	10299	-2	-	369	FIG004614: Putative cytoplasmic protein	- none -	 	 
fig|6666666.353979.peg.4134	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	11158	10775	-1	-	384	LSU ribosomal protein L17p	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4135	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	12188	11199	-2	-	990	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	RNA polymerase bacterial	 	 
fig|6666666.353979.peg.4136	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	12822	12214	-3	-	609	SSU ribosomal protein S4p (S9e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4137	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	13256	12867	-2	-	390	SSU ribosomal protein S11p (S14e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4138	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	13629	13273	-3	-	357	SSU ribosomal protein S13p (S18e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4139	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	15255	13924	-3	-	1332	Preprotein translocase secY subunit (TC 3.A.5.1.1)	- none -	 	 
fig|6666666.353979.peg.4140	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	15697	15263	-1	-	435	LSU ribosomal protein L15p (L27Ae)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4141	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	15880	15701	-1	-	180	LSU ribosomal protein L30p (L7e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4142	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	16387	15887	-1	-	501	SSU ribosomal protein S5p (S2e)	Ribosomal protein S5p acylation; <br>Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4143	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	16755	16402	-3	-	354	LSU ribosomal protein L18p (L5e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4144	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	17298	16765	-3	-	534	LSU ribosomal protein L6p (L9e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4145	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	17703	17311	-3	-	393	SSU ribosomal protein S8p (S15Ae)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4146	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	18039	17734	-3	-	306	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent	Ribosome SSU bacterial; <br>Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4147	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	18593	18054	-2	-	540	LSU ribosomal protein L5p (L11e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4148	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	18922	18608	-1	-	315	LSU ribosomal protein L24p (L26e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4149	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	19286	18933	-2	-	354	LSU ribosomal protein L14p (L23e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4150	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	19725	19471	-3	-	255	SSU ribosomal protein S17p (S11e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4151	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	19916	19725	-2	-	192	LSU ribosomal protein L29p (L35e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4152	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	20326	19916	-1	-	411	LSU ribosomal protein L16p (L10e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4153	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	21040	20339	-1	-	702	SSU ribosomal protein S3p (S3e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4154	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	21390	21058	-3	-	333	LSU ribosomal protein L22p (L17e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4155	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	21683	21405	-2	-	279	SSU ribosomal protein S19p (S15e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4156	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	22521	21700	-3	-	822	LSU ribosomal protein L2p (L8e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4157	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	22841	22539	-2	-	303	LSU ribosomal protein L23p (L23Ae)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4158	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	23443	22838	-1	-	606	LSU ribosomal protein L4p (L1e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4159	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	24083	23454	-2	-	630	LSU ribosomal protein L3p (L3e)	Ribosome LSU bacterial	 	 
fig|6666666.353979.peg.4160	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	24427	24116	-1	-	312	SSU ribosomal protein S10p (S20e)	Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4161	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	24778	25281	1	+	504	Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)	Type IV pilus; <br>Type IV pilus	 	 
fig|6666666.353979.peg.4162	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	25741	25265	-1	-	477	Bacterioferritin	- none -	 	 
fig|6666666.353979.peg.4163	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	26008	25814	-1	-	195	Bacterioferritin-associated ferredoxin	- none -	 	 
fig|6666666.353979.peg.4164	PZPP01000001.1	CDS	enterobacter_cloacae_contig-20_4364207	26361	26188	-3	-	174	Translation elongation factor Tu	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factors bacterial; <br>Universal GTPases	 	 
fig|6666666.353979.peg.4165	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	2529	415	-3	-	2115	Translation elongation factor G	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Translation elongation factor G family; <br>Translation elongation factors bacterial; <br>Universal GTPases	 	 
fig|6666666.353979.peg.4166	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	3095	2625	-2	-	471	SSU ribosomal protein S7p (S5e)	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4167	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	3566	3192	-2	-	375	SSU ribosomal protein S12p (S23e)	Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins); <br>Ribosomal protein S12p Asp methylthiotransferase; <br>Ribosome SSU bacterial	 	 
fig|6666666.353979.peg.4168	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	3978	3691	-3	-	288	tRNA 5-methylaminomethyl-2-thiouridine synthase TusB	Sulfite reduction-associated complex DsrMKJOP and co-clustering genes; <br>mnm5U34 biosynthesis bacteria; <br>tRNA modification Bacteria	 	 
fig|6666666.353979.peg.4169	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	4345	3986	-1	-	360	tRNA 5-methylaminomethyl-2-thiouridine synthase TusC	CBSS-326442.4.peg.1852; <br>Sulfite reduction-associated complex DsrMKJOP and co-clustering genes; <br>mnm5U34 biosynthesis bacteria; <br>tRNA modification Bacteria	 	 
fig|6666666.353979.peg.4170	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	4731	4345	-3	-	387	tRNA 5-methylaminomethyl-2-thiouridine synthase TusD	CBSS-326442.4.peg.1852; <br>Sulfite reduction-associated complex DsrMKJOP and co-clustering genes; <br>mnm5U34 biosynthesis bacteria; <br>tRNA modification Bacteria	 	 
fig|6666666.353979.peg.4171	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	5453	4731	-2	-	723	YheO-like PAS domain	- none -	 	 
fig|6666666.353979.peg.4172	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	6439	5621	-1	-	819	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)	Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis	 	 
fig|6666666.353979.peg.4173	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	6678	6896	3	+	219	Protein SlyX	- none -	 	 
fig|6666666.353979.peg.4174	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	7540	6950	-1	-	591	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis	 	 
fig|6666666.353979.peg.4175	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	7835	7635	-2	-	201	Putative cytoplasmic protein ,probably associated with Glutathione-regulated potassium-efflux	Potassium homeostasis	 	 
fig|6666666.353979.peg.4176	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	9654	7849	-3	-	1806	Glutathione-regulated potassium-efflux system protein KefB	Glutathione-regulated potassium-efflux system and associated functions	 	 
fig|6666666.353979.peg.4177	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	10208	9654	-2	-	555	Glutathione-regulated potassium-efflux system ancillary protein KefG	Glutathione-regulated potassium-efflux system and associated functions; <br>Potassium homeostasis	 	 
fig|6666666.353979.peg.4178	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	10344	12248	3	+	1905	Glutathione-regulated potassium-efflux system ATP-binding protein	Glutathione-regulated potassium-efflux system and associated functions; <br>Potassium homeostasis	 	 
fig|6666666.353979.peg.4179	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	12334	13293	1	+	960	Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase	cAMP signaling in bacteria	 	 
fig|6666666.353979.peg.4180	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	13290	13508	3	+	219	FIG01199774: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4181	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	13539	14408	3	+	870	Phosphoribulokinase (EC 2.7.1.19) homolog, function unknown	- none -	 	 
fig|6666666.353979.peg.4182	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	14885	14475	-2	-	411	OsmC/Ohr family protein	- none -	 	 
fig|6666666.353979.peg.4183	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	15191	15823	2	+	633	Cyclic AMP receptor protein	CytR regulation; <br>cAMP signaling in bacteria	 	 
fig|6666666.353979.peg.4184	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	15881	17968	2	+	2088	FIG00626994: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.4185	PZPP01000001.1	CDS	enterobacter_cloacae_contig-21_4513205	19185	17965	-3	-	1221	Acetylornithine aminotransferase (EC 2.6.1.11) / N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended; <br>Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch	 	 
