Category	Subcategory	Subsystem	Role	Features
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.353979.peg.149
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	fig|6666666.353979.peg.1080
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	fig|6666666.353979.peg.1082
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	6-phosphogluconolactonase (EC 3.1.1.31)	fig|6666666.353979.peg.2854
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Gluconokinase (EC 2.7.1.12)	fig|6666666.353979.peg.319
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Phosphoglycerate mutase (EC 5.4.2.1)	fig|6666666.353979.peg.731, fig|6666666.353979.peg.2867
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Glucokinase (EC 2.7.1.2)	fig|6666666.353979.peg.3557
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Pyruvate kinase (EC 2.7.1.40)	fig|6666666.353979.peg.1078, fig|6666666.353979.peg.1930
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Phosphoglycerate kinase (EC 2.7.2.3)	fig|6666666.353979.peg.2549
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Phosphogluconate dehydratase (EC 4.2.1.12)	fig|6666666.353979.peg.1081
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	fig|6666666.353979.peg.1151, fig|6666666.353979.peg.1625, fig|6666666.353979.peg.2038
Carbohydrates	Central carbohydrate metabolism	Entner-Doudoroff Pathway	Enolase (EC 4.2.1.11)	fig|6666666.353979.peg.3950
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	fig|6666666.353979.peg.2893
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	fig|6666666.353979.peg.834
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	fig|6666666.353979.peg.1457
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	fig|6666666.353979.peg.835
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	fig|6666666.353979.peg.2894
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase complexes	Cytosol aminopeptidase PepA (EC 3.4.11.1)	fig|6666666.353979.peg.3630, fig|6666666.353979.peg.4059
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Citrate lyase gamma chain, acyl carrier protein (EC 4.1.3.6)	fig|6666666.353979.peg.1443, fig|6666666.353979.peg.2580
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Malate dehydrogenase (EC 1.1.1.37)	fig|6666666.353979.peg.4078
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	fig|6666666.353979.peg.502, fig|6666666.353979.peg.2896
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Aconitate hydratase (EC 4.2.1.3)	fig|6666666.353979.peg.1309
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	fig|6666666.353979.peg.501, fig|6666666.353979.peg.2895
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Aconitate hydratase 2 (EC 4.2.1.3)	fig|6666666.353979.peg.841, fig|6666666.353979.peg.1449
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Citrate synthase (si) (EC 2.3.3.1)	fig|6666666.353979.peg.2899
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Malate:quinone oxidoreductase (EC 1.1.5.4)	fig|6666666.353979.peg.3444
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	fig|6666666.353979.peg.836
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Fumarate hydratase class II (EC 4.2.1.2)	fig|6666666.353979.peg.1792
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	fig|6666666.353979.peg.2062
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	fig|6666666.353979.peg.836
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	fig|6666666.353979.peg.2891
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	fig|6666666.353979.peg.2893
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	fig|6666666.353979.peg.1793, fig|6666666.353979.peg.2309
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	fig|6666666.353979.peg.2894
Carbohydrates	Central carbohydrate metabolism	TCA Cycle	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	fig|6666666.353979.peg.2892
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	fig|6666666.353979.peg.4215
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Malate Na(+) symporter	fig|6666666.353979.peg.2583
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	fig|6666666.353979.peg.1426, fig|6666666.353979.peg.1486
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	fig|6666666.353979.peg.4381
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme	fig|6666666.353979.peg.172
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	fig|6666666.353979.peg.3597
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate synthase (EC 2.7.9.2)	fig|6666666.353979.peg.1962
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	fig|6666666.353979.peg.1078, fig|6666666.353979.peg.1930
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transketolase (EC 2.2.1.1)	fig|6666666.353979.peg.2551, fig|6666666.353979.peg.3599
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transketolase, N-terminal section (EC 2.2.1.1)	fig|6666666.353979.peg.3501
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	fig|6666666.353979.peg.1196
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	fig|6666666.353979.peg.2543
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transketolase, C-terminal section (EC 2.2.1.1)	fig|6666666.353979.peg.3500
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	fig|6666666.353979.peg.4198
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	fig|6666666.353979.peg.1080
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	fig|6666666.353979.peg.3302
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	6-phosphogluconolactonase (EC 3.1.1.31)	fig|6666666.353979.peg.2854
Carbohydrates	Central carbohydrate metabolism	Pentose phosphate pathway	Transaldolase (EC 2.2.1.2)	fig|6666666.353979.peg.746, fig|6666666.353979.peg.2785, fig|6666666.353979.peg.3598, fig|6666666.353979.peg.4389
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.26)	fig|6666666.353979.peg.2205
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Phosphoglycolate phosphatase (EC 3.1.3.18)	fig|6666666.353979.peg.4197
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Hydroxypyruvate reductase (EC 1.1.1.81)	fig|6666666.353979.peg.2205
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	fig|6666666.353979.peg.1958
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glyoxylate reductase (EC 1.1.1.79)	fig|6666666.353979.peg.2205
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)	fig|6666666.353979.peg.2924, fig|6666666.353979.peg.3888
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family	fig|6666666.353979.peg.2927
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	fig|6666666.353979.peg.2925
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Beta-hexosaminidase (EC 3.2.1.52)	fig|6666666.353979.peg.591
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Phosphatase NagD predicted to act in N-acetylglucosamine utilization subsystem	fig|6666666.353979.peg.2928
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-regulated outer membrane porin	fig|6666666.353979.peg.2922
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Chitinase (EC 3.2.1.14)	fig|6666666.353979.peg.2035, fig|6666666.353979.peg.2430, fig|6666666.353979.peg.2432
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	fig|6666666.353979.peg.2926, fig|6666666.353979.peg.3989
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	PTS system, chitobiose-specific IIA component (EC 2.7.1.69)	fig|6666666.353979.peg.2005
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, N-acetylgalactosamine-specific IID component (EC 2.7.1.69)	fig|6666666.353979.peg.3987
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	6-phosphofructokinase (EC 2.7.1.11)	fig|6666666.353979.peg.4415
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Predicted exported alpha-N-acetylgalactosaminidase (EC 3.2.1.49)	fig|6666666.353979.peg.3992
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, N-acetylgalactosamine- and galactosamine-specific IIA component (EC 2.7.1.69)	fig|6666666.353979.peg.3988
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Tagatose-6-phosphate kinase AgaZ (EC 2.7.1.144)	fig|6666666.353979.peg.3984
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	fig|6666666.353979.peg.3991
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	fig|6666666.353979.peg.3990
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Transcriptional repressor of aga operon	fig|6666666.353979.peg.3983
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Beta-hexosaminidase (EC 3.2.1.52)	fig|6666666.353979.peg.591
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)	fig|6666666.353979.peg.3985
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	fig|6666666.353979.peg.4240
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Trehalose-6-phosphate phosphatase (EC 3.1.3.12)	fig|6666666.353979.peg.1035
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Glycogen debranching enzyme (EC 3.2.1.-)	fig|6666666.353979.peg.4239
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)	fig|6666666.353979.peg.1036
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose permease, major facilitator superfamily	fig|6666666.353979.peg.2271, fig|6666666.353979.peg.3364
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose operon repressor ScrR, LacI family	fig|6666666.353979.peg.1507
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	PTS system, sucrose-specific IIC component (EC 2.7.1.69)	fig|6666666.353979.peg.1505
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose specific transcriptional regulator CscR, LacI family	fig|6666666.353979.peg.3365
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	PTS system, sucrose-specific IIB component (EC 2.7.1.69)	fig|6666666.353979.peg.1505
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Fructokinase (EC 2.7.1.4)	fig|6666666.353979.peg.1503
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose operon periplasmic protein MalM	fig|6666666.353979.peg.285
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	fig|6666666.353979.peg.4228
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)	fig|6666666.353979.peg.64
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose regulon modulator	fig|6666666.353979.peg.1868
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Glycogen phosphorylase (EC 2.4.1.1)	fig|6666666.353979.peg.4236
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose O-acetyltransferase (EC 2.3.1.79)	fig|6666666.353979.peg.3116
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Aldose 1-epimerase (EC 5.1.3.3)	fig|6666666.353979.peg.2866
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Cytoplasmic alpha-amylase (EC 3.2.1.1)	fig|6666666.353979.peg.992
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose regulon regulatory protein MalI (repressor for malXY)	fig|6666666.353979.peg.1796, fig|6666666.353979.peg.3073
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltodextrin glucosidase (EC 3.2.1.20)	fig|6666666.353979.peg.3188
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)	fig|6666666.353979.peg.63, fig|6666666.353979.peg.1797, fig|6666666.353979.peg.1867, fig|6666666.353979.peg.3947
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	fig|6666666.353979.peg.283
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69)	fig|6666666.353979.peg.63, fig|6666666.353979.peg.1797, fig|6666666.353979.peg.1867, fig|6666666.353979.peg.3947
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Periplasmic alpha-amylase (EC 3.2.1.1)	fig|6666666.353979.peg.194
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, permease protein MalF	fig|6666666.353979.peg.281
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Alpha-glucosidase (EC 3.2.1.20)	fig|6666666.353979.peg.2792
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	fig|6666666.353979.peg.282
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon	fig|6666666.353979.peg.1748
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltodextrin phosphorylase (EC 2.4.1.1)	fig|6666666.353979.peg.4229
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Transcriptional activator of maltose regulon, MalT	fig|6666666.353979.peg.4231
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)	fig|6666666.353979.peg.284, fig|6666666.353979.peg.1504
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, permease protein MalG	fig|6666666.353979.peg.280
Carbohydrates	Di- and oligosaccharides	Trehalose Uptake and Utilization	Trehalase (EC 3.2.1.28)	fig|6666666.353979.peg.1148
Carbohydrates	Di- and oligosaccharides	Trehalose Uptake and Utilization	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)	fig|6666666.353979.peg.64
Carbohydrates	Di- and oligosaccharides	Trehalose Uptake and Utilization	Trehalose operon transcriptional repressor	fig|6666666.353979.peg.589
Carbohydrates	Di- and oligosaccharides	Trehalose Uptake and Utilization	Cytoplasmic trehalase (EC 3.2.1.28)	fig|6666666.353979.peg.4272
Carbohydrates	Di- and oligosaccharides	Trehalose Uptake and Utilization	PTS system, glucose-specific IIB component (EC 2.7.1.69)	fig|6666666.353979.peg.2105, fig|6666666.353979.peg.3072
Carbohydrates	Di- and oligosaccharides	Trehalose Uptake and Utilization	PTS system, trehalose-specific IIC component (EC 2.7.1.69)	fig|6666666.353979.peg.588
